auth1,booknum,original_publication_year,book_id,work_id,title,work_ratings_count
Susan Ee,2,2013.0,2008,18142457,"World After (Penryn & the End of Days, #2)",69103
Nicola Yoon,2,2016.0,4381,48954670,The Sun Is Also a Star,46465
Kathleen Grissom,2,2016.0,6793,45670647,Glory over Everything: Beyond The Kitchen House,16477
Corrie ten Boom,2,1974.0,5682,603136,Tramp for the Lord,16977
Jeff Lindsay,2,2005.0,3171,3888720,"Dearly Devoted Dexter (Dexter, #2)",36156
Ruth Ware,2,2016.0,1433,48209164,The Woman in Cabin 10,109821
Rachel Hawkins,2,2011.0,1799,11015791,"Demonglass (Hex Hall, #2)",77626
Stephen Hawking,2,1993.0,8400,64240,Black Holes and Baby Universes,10127
Chris Van Allsburg,2,1985.0,626,1045364,The Polar Express,168847
Tim O'Brien,2,1990.0,523,1235619,The Things They Carried,181159
Tim LaHaye,2,1995.0,505,972769,"Left Behind (Left Behind, #1)",165021
John Berendt,2,2005.0,8802,737109,The City of Falling Angels,12540
Michael Scott,2,2008.0,1634,3216911,"The Magician (The Secrets of the Immortal Nicholas Flamel, #2)",71690
Melissa Marr,2,2008.0,3271,2327820,"Ink Exchange (Wicked Lovely, #2)",50916
Michael Pollan,2,2006.0,550,3287769,The Omnivore's Dilemma: A Natural History of Four Meals,147664
Joe Abercrombie,2,2007.0,1230,2116927,Before They Are Hanged (The First Law #2),77915
Laurell K. Hamilton,2,1994.0,2090,2428162,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",69306
Ludwig Bemelmans,2,1953.0,4886,214429,Madeline's Rescue,24648
Mikhail Bulgakov,2,1967.0,592,876183,The Master and Margarita,156780
E.L. Konigsburg,2,1996.0,2985,4242,The View from Saturday,38226
E.M. Forster,2,1910.0,1949,1902726,Howards End,58759
Bryan Lee O'Malley,2,2005.0,2110,30221,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",49642
Brian Selznick,2,2011.0,2565,14826219,Wonderstruck,43731
Nick Hornby,2,1995.0,570,2961887,High Fidelity,150929
Beatrix Potter,2,1905.0,9194,1502964,The Tale of Mrs. Tiggy-Winkle,13247
Marion Zimmer Bradley,2,1993.0,8132,3044552,"The Forest House (Avalon, #2)",15377
Neal Shusterman,2,2007.0,711,750423,"Unwind (Unwind, #1)",152643
E.H. Gombrich,2,1950.0,580,215065,The Story of Art,166453
Kahlil Gibran,2,1923.0,489,2938937,The Prophet,164552
Agatha Christie,2,1922.0,5115,2146310,The Secret Adversary (Tommy and Tuppence #1),26815
Dave Eggers,2,2002.0,3092,2641412,You Shall Know Our Velocity!,25405
Alex Flinn,2,2008.0,9855,5333984,A Kiss in Time,17889
Vanessa Diffenbaugh,2,2015.0,7914,43446244,We Never Asked for Wings,13189
Bill Martin Jr.,2,1982.0,2096,2921010,"Polar Bear, Polar Bear, What Do You Hear?",44972
Kody Keplinger,2,2011.0,5887,14816042,Shut Out,24590
Hilary Mantel,2,2012.0,2018,14512257,"Bring Up the Bodies (Thomas Cromwell, #2)",51656
Jennifer Niven,2,2016.0,8044,48860979,Holding Up the Universe,23681
Jonathan Stroud,2,2004.0,1298,57689,"The Golem's Eye (Bartimaeus, #2)",74577
Susanna Clarke,2,2006.0,8931,3088909,The Ladies of Grace Adieu and Other Stories,14037
Jonas Jonasson,2,2013.0,3587,25605044,The Girl Who Saved the King of Sweden,29833
Barbara Kingsolver,2,1990.0,1752,809743,Animal Dreams,53763
V.C. Andrews,2,1980.0,2740,3311862,"Petals on the Wind (Dollanganger, #2)",44314
Patrick Ness,2,2009.0,2301,6219422,"The Ask and the Answer (Chaos Walking, #2)",53229
Cynthia Hand,2,2012.0,2217,14532305,"Hallowed (Unearthly, #2)",61307
Maria V. Snyder,2,2006.0,2850,1254584,"Magic Study (Study, #2)",56503
Diana Wynne Jones,2,1986.0,817,2001,"Howl's Moving Castle (Howl's Moving Castle, #1)",140348
Anthony Bourdain,2,2001.0,5274,107052,A Cook's Tour: Global Adventures in Extreme Cuisines,18151
Toni Morrison,2,1973.0,2508,3207953,Sula,42187
Sharon Creech,2,2001.0,3830,984829,"Love That Dog (Jack, #1)",30977
Arthur Miller,2,1949.0,715,2722054,Death of a Salesman,147597
Alice Clayton,2,2012.0,942,21607771,"Wallbanger (Cocktail, #1)",145610
Tamora Pierce,2,1984.0,1857,1142860,"In the Hand of the Goddess (Song of the Lioness, #2)",70595
Louise Rennison,2,2000.0,2812,171330,"On the Bright Side, I'm Now the Girlfriend of a Sex God (Confessions of Georgia Nicolson, #2)",42692
Wilkie Collins,2,1868.0,2026,1044477,The Moonstone,58283
Jeffery Deaver,2,1998.0,2890,2495542,"The Coffin Dancer (Lincoln Rhyme, #2)",36274
J.A. Redmerski,2,2013.0,4841,24162053,"The Edge of Always (The Edge of Never, #2)",33118
Matthew Quick,2,2013.0,4093,19008613,"Forgive Me, Leonard Peacock",31077
Jostein Gaarder,2,1991.0,635,4432325,Sophie's World,143393
Isabel Allende,2,1984.0,5198,205630,Of Love and Shadows,19452
Chris Bohjalian,2,2007.0,4838,122117,The Double Bind,23773
Michael Ende,2,1979.0,877,1122661,The Neverending Story,124555
James Herriot,2,1973.0,1656,2752234,All Things Bright and Beautiful (All Creatures Great and Small),59698
Neil Gaiman,2,1989.0,766,1228437,Preludes & Nocturnes (The Sandman #1),138525
Sue Grafton,2,1985.0,3957,1963457,"B is for Burglar  (Kinsey Millhone, #2)",35653
Ellen Hopkins,2,2006.0,2072,262533,"Burned (Burned, #1)",50310
Mary Roach,2,2005.0,3933,2398507,Spook: Science Tackles the Afterlife,27737
Robert C. O'Brien,2,1974.0,9599,2070709,Z for Zachariah,11496
Mary Kubica,2,2015.0,3312,43243536,Pretty Baby,30632
Veronica Rossi,2,2013.0,2377,18454415,"Through the Ever Night (Under the Never Sky, #2)",58814
Michael Connelly,2,1993.0,2574,457882,"The Black Ice (Harry Bosch, #2; Harry Bosch Universe, #2)",44220
Jennifer Egan,2,2010.0,638,8975330,A Visit from the Goon Squad,139744
Angie Sage,2,2006.0,2291,3245408,"Flyte (Septimus Heap, #2)",56604
Raina Telgemeier,2,2012.0,2896,18940474,Drama,44842
Alan Bradley,2,2010.0,3805,6665121,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)",37597
Beth Revis,2,2012.0,3116,15248718,"A Million Suns (Across the Universe, #2)",45477
Walter Isaacson,2,2007.0,1035,985244,Einstein: His Life and Universe,73821
Astrid Lindgren,2,1948.0,8161,1316342,Pippi in the South Seas,14941
Eckhart Tolle,2,1999.0,2694,3437032,"Practicing the Power of Now: Essential Teachings, Meditations, and Exercises from the Power of Now",30308
Albert Camus,2,1947.0,872,2058116,The Plague,111823
Marie Kondō,2,2016.0,9809,45694823,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,12796
Alexandra Bracken,2,2013.0,2884,21986942,"Never Fade (The Darkest Minds, #2)",49465
Brian Jacques,2,1988.0,1809,2984402,"Mossflower (Redwall, #2)",58425
Jennifer E. Smith,2,2013.0,2962,18529702,"This Is What Happy Looks Like (This is What Happy Looks Like, #1)",43044
Kathy Reichs,2,1999.0,4452,1048701,"Death du Jour (Temperance Brennan, #2)",31213
Miguel Ruiz,2,1999.0,3399,1769615,The Mastery of Love: A Practical Guide to the Art of Relationship --Toltec Wisdom Book,25974
Francis Chan,2,2009.0,3448,6707636,Forgotten God: Reversing Our Tragic Neglect of the Holy Spirit,28347
Jasper Fforde,2,2002.0,3524,1918119,"Lost in a Good Book (Thursday Next, #2)",41906
Willa Cather,2,1918.0,1094,575450,My Ántonia,101039
Patti Smith,2,2015.0,6241,43579550,M Train,18895
Peter V. Brett,2,2010.0,1731,6527274,"The Desert Spear (Demon Cycle, #2)",58608
Doris Kearns Goodwin,2,2005.0,870,2861004,Team of Rivals: The Political Genius of Abraham Lincoln,107944
Karen Joy Fowler,2,2013.0,1212,22026398,We Are All Completely Beside Ourselves,77850
Larry Niven,2,1974.0,1881,2190500,The Mote in God's Eye,52064
Kazuo Ishiguro,2,1989.0,820,3333111,The Remains of the Day,121763
Rachel Cohn,2,2010.0,1919,10551409,"Dash & Lily's Book of Dares (Dash & Lily, #1)",62663
Frederick Forsyth,2,1972.0,2203,1274575,The Odessa File,44032
Mark Cotta Vaz,2,2010.0,1609,9115558,"Eclipse: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #3)",50375
Sarah Dessen,2,1998.0,1215,802840,Someone Like You,86678
James S.A. Corey,2,2012.0,2140,17606541,"Caliban's War (The Expanse, #2)",49441
Elena Ferrante,2,2012.0,2535,26129550,The Story of a New Name (The Neapolitan Novels #2),43753
Justin Halpern,2,2012.0,7207,18907326,I Suck at Girls,15653
Helen Simonson,2,2016.0,5368,45625060,The Summer Before the War,22240
Amor Towles,2,2016.0,3952,45743836,A Gentleman in Moscow,46320
Annie Proulx,2,1997.0,6066,1795113,Brokeback Mountain,21992
Shannon Hale,2,2004.0,4233,1139000,"Enna Burning (The Books of Bayern, #2)",33826
Ilona Andrews,2,2008.0,3105,1810889,"Magic Burns (Kate Daniels, #2)",55367
Ruta Sepetys,2,2013.0,4950,16102692,Out of the Easy,28925
Susan Beth Pfeffer,2,2008.0,4279,1785549,"The Dead and the Gone (Last Survivors, #2)",31088
Ayn Rand,2,1938.0,903,287946,Anthem,106766
James C. Collins,2,2001.0,932,1094028,Good to Great: Why Some Companies Make the Leap... and Others Don't,88373
Elizabeth George Speare,2,1961.0,7714,2846541,The Bronze Bow,16325
Bill Willingham,2,2003.0,5398,1138857,"Fables, Vol. 2: Animal Farm",24620
Lauren DeStefano,2,2012.0,3956,16035084,"Fever (The Chemical Garden, #2)",38997
Salman Rushdie,2,1988.0,2440,1434467,The Satanic Verses,42878
Trenton Lee Stewart,2,2008.0,3947,2927650,"The Mysterious Benedict Society and the Perilous Journey (The Mysterious Benedict Society, #2)",33844
Julian Barnes,2,2011.0,822,15657664,The Sense of an Ending,114025
Jules Verne,2,1864.0,972,1924715,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",111100
Huntley Fitzpatrick,2,2014.0,7190,21569082,What I Thought Was True,17545
Lionel Shriver,2,2007.0,9188,953226,The Post-Birthday World,11618
Michael   Lewis,2,2003.0,1154,416305,Moneyball: The Art of Winning an Unfair Game,71498
Thomas Hardy,2,1878.0,4582,3140534,The Return of the Native  ,27643
H.A. Rey,2,1947.0,9125,1320588,Curious George Takes a Job,12478
Rachel Joyce,2,2013.0,9150,23645580,Perfect,10972
Richard Dawkins,2,1986.0,4120,112713,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,23415
Scott Turow,2,1990.0,3240,1732833,The Burden of Proof,29820
Irvine Welsh,2,1994.0,7872,1087332,The Acid House,11696
Rohinton Mistry,2,2001.0,5448,1435094,Family Matters,17802
Christopher Paul Curtis,2,1999.0,1369,358453,"Bud, Not Buddy",75420
Philip K. Dick,2,1962.0,974,2398287,The Man in the High Castle,108388
John Scalzi,2,2005.0,910,50700,"Old Man's War (Old Man's War, #1)",109133
Michael Cunningham,2,1998.0,941,2245431,The Hours,106608
Kimberly McCreight,2,2015.0,4900,42306687,Where They Found Her,22259
Cora Carmack,2,2013.0,5854,22020637,"Faking It (Losing It, #2)",29813
Elizabeth Strout,2,2008.0,930,3263906,Olive Kitteridge,108518
Kurt Vonnegut Jr.,2,1959.0,1074,905970,The Sirens of Titan,83867
Ken Follett,2,1980.0,5743,3015332,The Key to Rebecca,19927
Frank E. Peretti,2,1989.0,1925,121335,"Piercing the Darkness (Darkness, #2)",45801
Jane Hamilton,2,1992.0,1567,3046634,A Map of the World,62109
Geraldine Brooks,2,2001.0,901,3211895,Year of Wonders,108029
Caleb Carr,2,1997.0,6496,1441588,"The Angel of Darkness (Dr. Laszlo Kreizler, #2)",17727
Masashi Kishimoto,2,2000.0,8202,197439,"Naruto, Vol. 05: Exam Hell (Naruto, #5)",13313
Nicole Krauss,2,2010.0,7486,11176006,Great House,14979
Claudia Gray,2,2009.0,2593,3085581,"Stargazer (Evernight, #2)",51143
Arthur C. Clarke,2,1956.0,5073,925052,The City and the Stars,20949
Margaret Peterson Haddix,2,1998.0,1059,1210896,"Among the Hidden (Shadow Children, #1)",96951
Bill O'Reilly,2,2012.0,2248,19100984,Killing Kennedy: The End of Camelot,40216
Kiersten White,2,2011.0,4587,13451137,"Supernaturally (Paranormalcy, #2)",33985
Lisa McMann,2,2009.0,3218,3700340,"Fade (Wake, #2)",44487
Joe Haldeman,2,1997.0,7149,94590,"Forever Peace (The Forever War, #2)",14669
Kelley Armstrong,2,2002.0,4293,14289,"Stolen (Women of the Otherworld, #2)",37977
Andrea Cremer,2,2011.0,2951,8342392,Wolfsbane (Nightshade #2; Nightshade World #5),42770
Herman Koch,2,2011.0,6041,15210065,Summer House with Swimming Pool,16728
Gretchen Rubin,2,2012.0,9718,18713712,"Happier at Home: Kiss More, Jump More, Abandon a Project, Read Samuel Johnson, and My Other Experiments in the Practice of Everyday Life",12025
Anthony Horowitz,2,2001.0,2861,1275528,"Point Blank (Alex Rider, #2)",42482
Raymond Chandler,2,1940.0,4444,1263111,"Farewell, My Lovely (Philip Marlowe, #2)",24020
Tess Gerritsen,2,2001.0,1016,2674805,"The Surgeon (Rizzoli & Isles, #1)",98297
Chetan Bhagat,2,2005.0,1793,101770,One Night at the Call Center,44833
Sarah Addison Allen,2,2008.0,3184,2854106,The Sugar Queen,42123
Phaidon Press,2,1997.0,776,347606,The Art Book,102988
R.L. Mathewson,2,2013.0,9652,24095561,"Truce (Neighbor from Hell, #4)",21343
Hans Christian Andersen,2,1836.0,8210,245197,The Little Mermaid,16587
Richard Feynman,2,1984.0,956,321174,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",97719
Lloyd Alexander,2,1965.0,2230,1122077,The Black Cauldron (The Chronicles of Prydain #2),51195
Richard Wright,2,1945.0,2643,2063986,Black Boy,39863
Liane Moriarty,2,2006.0,1819,1271984,The Last Anniversary,53186
Katy Evans,2,2015.0,7764,42462101,"Manwhore (Manwhore, #1)",21242
Robin McKinley,2,1982.0,2954,2321296,"The Blue Sword (Damar, #1)",46777
Brené Brown,2,2012.0,2060,19175758,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",55151
Andrew Clements,2,2002.0,5440,322502,"Things Not Seen (Things, #1)",22288
Morgan Matson,2,2012.0,3655,15992791,Second Chance Summer,34910
Colson Whitehead,2,2016.0,1539,48287641,The Underground Railroad,92096
Henrik Ibsen,2,1890.0,4244,734246,Hedda Gabler,26117
Arnold Lobel,2,1971.0,2992,1231891,"Frog and Toad Together (Frog and Toad, #2)",34874
Ira Levin,2,1972.0,6130,1534281,The Stepford Wives,20716
William S. Burroughs,2,1959.0,1571,4055,Naked Lunch,61769
Robin LaFevers,2,2013.0,5475,14836636,"Dark Triumph (His Fair Assassin, #2)",30080
Michael Ondaatje,2,1992.0,1133,3009869,The English Patient,92162
Joanne Harris,2,1999.0,9841,876908,Blackberry Wine,11107
Chaim Potok,2,1972.0,3613,924688,My Name Is Asher Lev,30833
Anne Brontë,2,1848.0,1771,1389477,The Tenant of Wildfell Hall,65305
Harry Allard,2,1982.0,4180,3350842,"Miss Nelson Is Back (Miss Nelson, #2)",26370
Steven Erikson,2,2000.0,2825,3898716,"Deadhouse Gates (The Malazan Book of the Fallen, #2)",39031
Jon Stewart,2,2010.0,4155,13007500,Earth (The Book): A Visitor's Guide to the Human Race,24039
Richard Bachman,2,1979.0,1288,522169,The Long Walk,79936
Mark  Lawrence,2,2012.0,2682,17382436,"King of Thorns (The Broken Empire, #2)",39403
David Baldacci,2,1996.0,3945,3181762,Total Control,26728
Donald Miller,2,2003.0,1025,10352,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,83060
Alison Bechdel,2,2012.0,5787,16507555,Are You My Mother?,19688
Sebastian Junger,2,2010.0,6564,9737203,War,15686
Johann Wolfgang von Goethe,2,1808.0,2297,16721,Faust: First Part,48935
Marie Rutkoski,2,2015.0,4299,31174003,"The Winner's Crime (The Winner's Trilogy, #2)",37404
T.H. White,2,1958.0,1367,1140206,The Once and Future King (The Once and Future King #1-4),82929
Anna Quindlen,2,1998.0,1386,2349447,Black and Blue,69673
Carrie Ryan,2,2010.0,5034,6549320,"The Dead-Tossed Waves (The Forest of Hands and Teeth, #2)",28001
V.E. Schwab,2,2015.0,2116,40098252,"A Darker Shade of Magic (Shades of Magic, #1)",73529
Beverly Cleary,2,1955.0,1590,933852,"Beezus and Ramona (Ramona, #1)",79139
Anne Tyler,2,1985.0,1202,1070136,The Accidental Tourist,82264
Craig Thompson,2,2011.0,3849,15036678,Habibi,28417
Sarah Dunant,2,2006.0,5216,2050708,In the Company of the Courtesan,20908
Kendare Blake,2,2012.0,6649,17492836,"Girl of Nightmares (Anna, #2)",22645
Wendy Higgins,2,2013.0,3749,21474080,"Sweet Peril (Sweet, #2)",39742
James McBride,2,2013.0,5462,22018722,The Good Lord Bird,16648
Stephen Crane,2,1895.0,4333,9375624,The Red Badge of Courage and Selected Short Fiction  ,25251
Zadie Smith,2,2002.0,9579,1196277,The Autograph Man,9456
Wendelin Van Draanen,2,2011.0,6710,13207578,The Running Dream,18023
Timothy Ferriss,2,2007.0,1188,1885647,The 4-Hour Workweek,78785
Joe Hill,2,2007.0,1427,1412280,Heart-Shaped Box,74583
Colum McCann,2,2013.0,4856,21887216,TransAtlantic,20041
Leon Uris,2,1961.0,5052,1437605,Mila 18,20170
Anita Shreve,2,1998.0,1311,3131254,The Pilot's Wife,76668
Marian Keyes,2,1996.0,2610,1065212,Lucy Sullivan Is Getting Married,39904
Patricia C. Wrede,2,1990.0,1869,1178402,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",69992
John Wyndham,2,1955.0,3397,910927,The Chrysalids,33232
Roberto Aguirre-Sacasa,2,2010.0,2093,10572064,The Stand: Soul Survivors,40734
Alan Brennert,2,2009.0,6047,4668682,Honolulu,17383
Jean Craighead George,2,1972.0,2786,778444,"Julie of the Wolves (Julie of the Wolves, #1)",47637
Kylie Scott,2,2014.0,5720,26116272,"Lead (Stage Dive, #3)",33999
Jane Green,2,1999.0,1111,1581343,Mr. Maybe,79157
Rae Carson,2,2012.0,4193,15730581,"The Crown of Embers (Fire and Thorns, #2)",35272
Amie Kaufman,2,2015.0,3770,26653661,"Illuminae (The Illuminae Files, #1)",49187
Meg Wolitzer,2,2014.0,9752,40167214,Belzhar,11634
Iain M. Banks,2,1988.0,2325,1494157,"The Player of Games (Culture, #2)",42993
Brian Greene,2,2003.0,3609,23464,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",26155
Carl Sagan,2,1980.0,1235,3237312,Cosmos,81022
Anna Godbersen,2,2008.0,4343,3117158,"Rumors (Luxe, #2)",33468
Curtis Sittenfeld,2,2008.0,2630,2833088,American Wife,41909
Dodie Smith,2,1956.0,3639,1703703,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",29311
Elif Shafak,2,2010.0,1180,19051480,The Forty Rules of Love,73274
Amish Tripathi,2,2013.0,2171,17970410,"The Oath of the Vayuputras (Shiva Trilogy, #3)",39627
Lee Strobel,2,2000.0,3591,14654173,The Case for Faith: A Journalist Investigates the Toughest Objections to Christianity,24951
Timothy Zahn,2,1992.0,2640,463790,Dark Force Rising,39976
Renee Ahdieh,2,2016.0,5842,42862750,"The Rose & the Dagger (The Wrath & the Dawn, #2)",29059
Hajime Isayama,2,2014.0,9553,27173228,"Attack on Titan: No Regrets, Volume 01",9253
Louis Sachar,2,1987.0,8218,639745,There's a Boy in the Girls' Bathroom,15093
Thomas L. Friedman,2,2005.0,969,711993,The World Is Flat: A Brief History of the Twenty-first Century,83905
Nancy Horan,2,2014.0,7133,24969951,Under the Wide and Starry Sky,14189
Dan Ariely,2,2010.0,4417,10840474,The Upside of Irrationality: The Unexpected Benefits of Defying Logic at Work and at Home,23562
Shirley Jackson,2,1949.0,2199,212602,The Lottery and Other Stories,51501
Rosamunde Pilcher,2,1990.0,8186,6958004,September,13787
Doreen Cronin,2,1999.0,1635,434352,"Click, Clack, Moo: Cows That Type",67998
Jeff Smith,2,1993.0,1422,2218243,"Out from Boneville (Bone, #1)",63076
Chimamanda Ngozi Adichie,2,2006.0,1792,1651408,Half of a Yellow Sun,57021
Tom Wolfe,2,1979.0,3033,907221,The Right Stuff,32960
W. Bruce Cameron,2,2012.0,7403,18347052,"A Dog's Journey (A Dog's Purpose, #2)",15327
Robin Cook,2,1987.0,1864,1176781,"Outbreak (Dr. Marissa Blumenthal, #1)",49169
Stephen E. Ambrose,2,1994.0,4749,586990,"D-Day, June 6, 1944: The Battle for the Normandy Beaches",19215
Olivia Cunning,2,2011.0,4833,14326785,"Rock Hard (Sinners on Tour, #2)",37208
Nassim Nicholas Taleb,2,2007.0,1516,2157806,The Black Swan: The Impact of the Highly Improbable,58766
Marisha Pessl,2,2013.0,1941,15182838,Night Film,55117
Friedrich Nietzsche,2,1883.0,1113,196327,Thus Spoke Zarathustra,79615
Robert McCloskey,2,1942.0,7504,3259531,Homer Price (A Puffin Book),17255
Robert K. Massie,2,2011.0,1404,15319151,Catherine the Great: Portrait of a Woman,69761
Avi,2,2002.0,6972,1374812,"The Cross of Lead (Crispin, #1)",19115
George Bernard Shaw,2,1956.0,8149,1701532,Pygmalion & My Fair Lady,13460
Josephine Angelini,2,2012.0,4408,10965443,"Dreamless (Starcrossed, #2)",33819
Marilynne Robinson,2,2004.0,1796,2481792,"Gilead (Gilead, #1)",58412
Scott McCloud,2,2015.0,9208,41363353,The Sculptor,10902
Rebecca Stead,2,2012.0,5535,18463625,Liar & Spy,20582
Nathaniel Philbrick,2,2006.0,3570,461542,"Mayflower: A Story of Courage, Community, and War",27463
K.A. Tucker,2,2013.0,6044,22603415,"One Tiny Lie (Ten Tiny Breaths, #2)",28593
Richard   Preston,2,1997.0,9217,817262,The Cobra Event,11650
C.S. Lewis,2,1940.0,3061,2976220,The Problem of Pain,31440
Patricia McCormick,2,2006.0,2980,3231932,Sold,38446
Alexandra Adornetto,2,2011.0,4573,13306097,"Hades (Halo, #2)",28626
Peggy Parish,2,1966.0,7344,1096604,Amelia Bedelia and the Surprise Shower,14509
Douglas Preston,2,1996.0,8067,1295464,Mount Dragon,13940
James Redfield,2,1996.0,9236,2591755,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",9485
O. Henry,2,1977.0,6662,2152803,Selected Stories,15560
Tom Stoppard,2,1993.0,6481,1303332,Arcadia,16149
Simon Winchester,2,2001.0,9834,1413457,The Map That Changed the World,9788
Ann Aguirre,2,2012.0,4705,15092213,"Outpost (Razorland, #2)",27482
Dashiell Hammett,2,1930.0,1598,980184,The Maltese Falcon,67348
Charles Bukowski,2,1971.0,1318,823130,Post Office,68408
Kate Atkinson,2,2004.0,1892,18001,Case Histories (Jackson Brodie #1),60139
Aleksandr Solzhenitsyn,2,1973.0,8523,2944012,The Gulag Archipelago 1918-1956,12777
Jan Brett,2,1997.0,6514,190519,The Hat,17336
Paolo Bacigalupi,2,2010.0,3711,7352929,"Ship Breaker (Ship Breaker, #1)",34277
Terry Brooks,2,1979.0,5867,467318,"The Sword of Shannara Trilogy (Shannara, #1-3)",17560
Bret Easton Ellis,2,1987.0,2806,814440,The Rules of Attraction,32395
Erika Johansen,2,2015.0,4246,42216232,"The Invasion of the Tearling (The Queen of the Tearling, #2)",29344
Tad Williams,2,1990.0,3291,1000406,"Stone of Farewell (Memory, Sorrow, and Thorn, #2)",35044
William Styron,2,1979.0,1435,2912834,Sophie's Choice,71077
Faye Perozich,2,2000.0,5293,43216,Anne Rice's The Tale of the Body Thief (A Graphic Novel),20578
Jeph Loeb,2,2000.0,3897,1399464,Batman: Dark Victory,23600
Sophie Jordan,2,2011.0,5579,14321219,"Vanish (Firelight, #2)",27520
Daniel H. Pink,2,2008.0,1621,6643001,Drive: The Surprising Truth About What Motivates Us,59900
Ron Chernow,2,2010.0,3421,13103688,Washington: A Life,30023
Don DeLillo,2,1988.0,9232,1011400,Libra,11342
Cornelia Funke,2,1997.0,1726,429198,"Dragon Rider (Dragon Rider, #1)",65811
Peter Lerangis,2,2010.0,2756,6581527,"The Viper's Nest (39 Clues, #7)",38140
Katie Ashley,2,2013.0,5096,21850431,"Music of the Heart (Runaway Train, #1)",33943
Susan Cooper,2,1973.0,3063,1530651,"The Dark Is Rising (The Dark is Rising, #2)",43237
Elizabeth Wein,2,2013.0,8414,23859036,"Rose Under Fire (Code Name Verity, #2)",15064
Alison Goodman,2,2011.0,4644,14936811,"Eona: The Last Dragoneye (Eon, #2)",31455
Colm Tóibín,2,2012.0,8809,19098054,The Testament of Mary,11289
Kate Jacobs,2,2007.0,8816,4659599,"Knit Two (Friday Night Knitting Club, #2)",13930
Irving Stone,2,1958.0,1466,1504548,The Agony and the Ecstasy,63116
Jennifer A. Nielsen,2,2013.0,5328,21365340,"The Runaway King (The Ascendance Trilogy, #2)",25793
Chip Heath,2,2010.0,3129,6763564,Switch: How to Change Things When Change Is Hard,30210
Nancy Farmer,2,2002.0,1678,868252,"The House of the Scorpion (Matteo Alacran, #1)",65219
Virginia Lee Burton,2,1942.0,3348,31274,The Little House,34429
Anne Lamott,2,1994.0,1859,841198,Bird by Bird: Some Instructions on Writing and Life,57364
Kevin Kwan,2,2015.0,5233,42179165,China Rich Girlfriend (Crazy Rich Asians #2),21983
Cinda Williams Chima,2,2007.0,3350,488848,"The Wizard Heir (The Heir Chronicles, #2)",35076
Jean-Paul Sartre,2,1939.0,6354,12776,The Wall,15562
Eiichirō Oda,2,2005.0,9806,7008132,"One Piece, Volume 38: Rocketman!! (One Piece, #38)",8706
Kim Stanley Robinson,2,1994.0,4181,69059,"Green Mars (Mars Trilogy, #2)",26338
Alice Hoffman,2,1997.0,2603,2606620,Here on Earth,39937
James Ellroy,2,1988.0,9452,972626,"The Big Nowhere (L.A. Quartet, #2)",10487
Robin S. Sharma,2,1999.0,9347,24948200,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,10056
Susan Elizabeth Phillips,2,1995.0,6313,4853462,"Heaven, Texas (Chicago Stars, #2)",25784
A.J. Jacobs,2,2007.0,2044,2325789,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,51885
Chris Colfer,2,2013.0,6537,24790180,"The Enchantress Returns (The Land of Stories, #2)",19829
Jane Yolen,2,1988.0,3206,1310677,The Devil's Arithmetic,41100
Jacqueline Winspear,2,2004.0,6569,3303763,"Birds of a Feather (Maisie Dobbs, #2)",20713
Paullina Simons,2,2003.0,4471,594714,"Tatiana and Alexander (The Bronze Horseman, #2)",26207
Kristen Ashley,2,2009.0,6641,9315103,"Rock Chick Rescue (Rock Chick, #2)",29670
Richard Castle,2,2010.0,6529,10686023,"Naked Heat (Nikki Heat, #2)",19486
Aimee Carter,2,2012.0,5489,15011943,"Goddess Interrupted (Goddess Test, #2)",27356
John Fowles,2,1965.0,2810,1816475,The Magus,37237
Alison Weir,2,1996.0,4153,15542976,The Life of Elizabeth I,24636
John Sandford,2,1991.0,6561,2696750,"Eyes of Prey (Lucas Davenport, #3)",18159
Emma Straub,2,2016.0,4563,47250967,Modern Lovers,24033
Daniel Quinn,2,1996.0,9790,91360,The Story of B: An Adventure of the Mind and Spirit,8088
James A. Michener,2,1959.0,1581,1056841,Hawaii,61648
Gabrielle Zevin,2,2007.0,4577,308098,Memoirs of a Teenage Amnesiac,30640
Amy Plum,2,2012.0,5689,14612013,"Until I Die (Revenants, #2)",25365
Blake Crouch,2,2012.0,1563,20688937,"Pines (Wayward Pines, #1)",62057
Rumiko Takahashi,2,1997.0,1828,2297814,"InuYasha: Turning Back Time (InuYasha, #1)",46244
